base_yaw,shoulder,elbow,wrist_pitch,wrist_roll,gripper
0.137743,0.206614,-0.172178,-0.103307,0.000000,0.241050
0.137981,0.206972,-0.172477,-0.103486,0.000000,0.241468
0.138221,0.207331,-0.172776,-0.103665,0.000000,0.241886
0.138460,0.207689,-0.173075,-0.103845,0.000000,0.242304
0.138699,0.208048,-0.173374,-0.104024,0.000000,0.242723
0.138938,0.208407,-0.173673,-0.104204,0.000000,0.243142
0.139178,0.208766,-0.173972,-0.104383,0.000000,0.243561
0.139417,0.209126,-0.174271,-0.104563,0.000000,0.243980
0.139657,0.209485,-0.174571,-0.104742,0.000000,0.244399
0.139896,0.209844,-0.174870,-0.104922,0.000000,0.244819
0.140136,0.210204,-0.175170,-0.105102,0.000000,0.245238
0.140376,0.210564,-0.175470,-0.105282,0.000000,0.245658
0.140616,0.210924,-0.175770,-0.105462,0.000000,0.246078
0.140856,0.211284,-0.176070,-0.105642,0.000000,0.246498
0.141096,0.211644,-0.176370,-0.105822,0.000000,0.246918
0.141336,0.212005,-0.176670,-0.106002,0.000000,0.247339
0.141577,0.212365,-0.176971,-0.106183,0.000000,0.247759
0.141817,0.212726,-0.177271,-0.106363,0.000000,0.248180
0.142058,0.213087,-0.177572,-0.106543,0.000000,0.248601
0.142298,0.213447,-0.177873,-0.106724,0.000000,0.249022
0.142539,0.213809,-0.178174,-0.106904,0.000000,0.249443
0.142780,0.214170,-0.178475,-0.107085,0.000000,0.249865
0.143021,0.214531,-0.178776,-0.107266,0.000000,0.250286
0.143262,0.214893,-0.179077,-0.107446,0.000000,0.250708
0.143503,0.215254,-0.179378,-0.107627,0.000000,0.251130
0.143744,0.215616,-0.179680,-0.107808,0.000000,0.251552
0.143985,0.215978,-0.179981,-0.107989,0.000000,0.251974
0.144227,0.216340,-0.180283,-0.108170,0.000000,0.252396
0.144468,0.216702,-0.180585,-0.108351,0.000000,0.252819
0.144709,0.217064,-0.180887,-0.108532,0.000000,0.253242
0.144951,0.217427,-0.181189,-0.108713,0.000000,0.253664
0.145193,0.217789,-0.181491,-0.108895,0.000000,0.254087
0.145435,0.218152,-0.181793,-0.109076,0.000000,0.254510
0.145676,0.218515,-0.182095,-0.109257,0.000000,0.254934
0.145918,0.218877,-0.182398,-0.109439,0.000000,0.255357
0.146160,0.219241,-0.182700,-0.109620,0.000000,0.255781
0.146402,0.219604,-0.183003,-0.109802,0.000000,0.256204
0.146645,0.219967,-0.183306,-0.109984,0.000000,0.256628
0.146887,0.220330,-0.183609,-0.110165,0.000000,0.257052
0.147129,0.220694,-0.183912,-0.110347,0.000000,0.257476
0.147372,0.221058,-0.184215,-0.110529,0.000000,0.257901
0.147614,0.221421,-0.184518,-0.110711,0.000000,0.258325
0.147857,0.221785,-0.184821,-0.110893,0.000000,0.258750
0.148100,0.222149,-0.185125,-0.111075,0.000000,0.259174
0.148342,0.222514,-0.185428,-0.111257,0.000000,0.259599
0.148585,0.222878,-0.185732,-0.111439,0.000000,0.260024
0.148828,0.223242,-0.186035,-0.111621,0.000000,0.260449
0.149071,0.223607,-0.186339,-0.111803,0.000000,0.260875
0.149314,0.223972,-0.186643,-0.111986,0.000000,0.261300
0.149558,0.224336,-0.186947,-0.112168,0.000000,0.261726
0.149801,0.224701,-0.187251,-0.112351,0.000000,0.262151
0.150044,0.225066,-0.187555,-0.112533,0.000000,0.262577
0.150288,0.225431,-0.187859,-0.112716,0.000000,0.263003
0.150531,0.225797,-0.188164,-0.112898,0.000000,0.263429
0.150775,0.226162,-0.188468,-0.113081,0.000000,0.263856
0.151018,0.226527,-0.188773,-0.113264,0.000000,0.264282
0.151262,0.226893,-0.189078,-0.113447,0.000000,0.264709
0.151506,0.227259,-0.189382,-0.113629,0.000000,0.265135
0.151750,0.227625,-0.189687,-0.113812,0.000000,0.265562
0.151994,0.227991,-0.189992,-0.113995,0.000000,0.265989
0.152238,0.228357,-0.190297,-0.114178,0.000000,0.266416
0.152482,0.228723,-0.190602,-0.114361,0.000000,0.266843
0.152726,0.229089,-0.190908,-0.114545,0.000000,0.267271
0.152970,0.229456,-0.191213,-0.114728,0.000000,0.267698
0.153215,0.229822,-0.191518,-0.114911,0.000000,0.268126
0.153459,0.230189,-0.191824,-0.115094,0.000000,0.268553
0.153704,0.230555,-0.192130,-0.115278,0.000000,0.268981
0.153948,0.230922,-0.192435,-0.115461,0.000000,0.269409
0.154193,0.231289,-0.192741,-0.115645,0.000000,0.269837
0.154438,0.231656,-0.193047,-0.115828,0.000000,0.270266
0.154682,0.232023,-0.193353,-0.116012,0.000000,0.270694
0.154927,0.232391,-0.193659,-0.116195,0.000000,0.271122
0.155172,0.232758,-0.193965,-0.116379,0.000000,0.271551
0.155417,0.233126,-0.194271,-0.116563,0.000000,0.271980
0.155662,0.233493,-0.194578,-0.116747,0.000000,0.272409
0.155907,0.233861,-0.194884,-0.116930,0.000000,0.272838
0.156152,0.234229,-0.195191,-0.117114,0.000000,0.273267
0.156398,0.234597,-0.195497,-0.117298,0.000000,0.273696
0.156643,0.234965,-0.195804,-0.117482,0.000000,0.274125
0.156888,0.235333,-0.196111,-0.117666,0.000000,0.274555
0.157134,0.235701,-0.196417,-0.117850,0.000000,0.274984
0.157379,0.236069,-0.196724,-0.118035,0.000000,0.275414
0.157625,0.236438,-0.197031,-0.118219,0.000000,0.275844
0.157871,0.236806,-0.197338,-0.118403,0.000000,0.276274
0.158117,0.237175,-0.197646,-0.118587,0.000000,0.276704
0.158362,0.237544,-0.197953,-0.118772,0.000000,0.277134
0.158608,0.237912,-0.198260,-0.118956,0.000000,0.277564
0.158854,0.238281,-0.198568,-0.119141,0.000000,0.277995
0.159100,0.238650,-0.198875,-0.119325,0.000000,0.278425
0.159346,0.239019,-0.199183,-0.119510,0.000000,0.278856
0.159592,0.239389,-0.199490,-0.119694,0.000000,0.279287
0.159839,0.239758,-0.199798,-0.119879,0.000000,0.279718
0.160085,0.240127,-0.200106,-0.120064,0.000000,0.280148
0.160331,0.240497,-0.200414,-0.120248,0.000000,0.280580
0.160578,0.240866,-0.200722,-0.120433,0.000000,0.281011
0.160824,0.241236,-0.201030,-0.120618,0.000000,0.281442
0.161071,0.241606,-0.201338,-0.120803,0.000000,0.281873
0.161317,0.241976,-0.201646,-0.120988,0.000000,0.282305
0.161564,0.242346,-0.201955,-0.121173,0.000000,0.282737
0.161810,0.242716,-0.202263,-0.121358,0.000000,0.283168
0.162057,0.243086,-0.202572,-0.121543,0.000000,0.283600
0.162304,0.243456,-0.202880,-0.121728,0.000000,0.284032
0.162551,0.243826,-0.203189,-0.121913,0.000000,0.284464
0.162798,0.244197,-0.203497,-0.122098,0.000000,0.284896
0.163045,0.244567,-0.203806,-0.122284,0.000000,0.285328
0.163292,0.244938,-0.204115,-0.122469,0.000000,0.285761
0.163539,0.245308,-0.204424,-0.122654,0.000000,0.286193
0.163786,0.245679,-0.204733,-0.122840,0.000000,0.286626
0.164033,0.246050,-0.205042,-0.123025,0.000000,0.287058
0.164281,0.246421,-0.205351,-0.123211,0.000000,0.287491
0.164528,0.246792,-0.205660,-0.123396,0.000000,0.287924
0.164775,0.247163,-0.205969,-0.123582,0.000000,0.288357
0.165023,0.247534,-0.206279,-0.123767,0.000000,0.288790
0.165270,0.247906,-0.206588,-0.123953,0.000000,0.289223
0.165518,0.248277,-0.206897,-0.124138,0.000000,0.289656
0.165766,0.248648,-0.207207,-0.124324,0.000000,0.290090
0.166013,0.249020,-0.207517,-0.124510,0.000000,0.290523
0.166261,0.249391,-0.207826,-0.124696,0.000000,0.290957
0.166509,0.249763,-0.208136,-0.124882,0.000000,0.291390
0.166757,0.250135,-0.208446,-0.125067,0.000000,0.291824
0.167004,0.250507,-0.208756,-0.125253,0.000000,0.292258
0.167252,0.250879,-0.209065,-0.125439,0.000000,0.292692
0.167500,0.251251,-0.209375,-0.125625,0.000000,0.293126
0.167748,0.251623,-0.209685,-0.125811,0.000000,0.293560
0.167996,0.251995,-0.209996,-0.125997,0.000000,0.293994
0.168245,0.252367,-0.210306,-0.126183,0.000000,0.294428
0.168493,0.252739,-0.210616,-0.126370,0.000000,0.294862
0.168741,0.253112,-0.210926,-0.126556,0.000000,0.295297
0.168989,0.253484,-0.211237,-0.126742,0.000000,0.295731
0.169238,0.253856,-0.211547,-0.126928,0.000000,0.296166
0.169486,0.254229,-0.211858,-0.127115,0.000000,0.296601
0.169734,0.254602,-0.212168,-0.127301,0.000000,0.297035
0.169983,0.254974,-0.212479,-0.127487,0.000000,0.297470
0.170231,0.255347,-0.212789,-0.127674,0.000000,0.297905
0.170480,0.255720,-0.213100,-0.127860,0.000000,0.298340
0.170729,0.256093,-0.213411,-0.128047,0.000000,0.298775
0.170977,0.256466,-0.213722,-0.128233,0.000000,0.299210
0.171226,0.256839,-0.214033,-0.128420,0.000000,0.299646
0.171475,0.257212,-0.214344,-0.128606,0.000000,0.300081
0.171724,0.257585,-0.214655,-0.128793,0.000000,0.300516
0.171972,0.257959,-0.214966,-0.128979,0.000000,0.300952
0.172221,0.258332,-0.215277,-0.129166,0.000000,0.301387
0.172470,0.258705,-0.215588,-0.129353,0.000000,0.301823
0.172719,0.259079,-0.215899,-0.129539,0.000000,0.302259
0.172968,0.259452,-0.216210,-0.129726,0.000000,0.302695
0.173217,0.259826,-0.216522,-0.129913,0.000000,0.303130
0.173467,0.260200,-0.216833,-0.130100,0.000000,0.303566
0.173716,0.260573,-0.217145,-0.130287,0.000000,0.304002
0.173965,0.260947,-0.217456,-0.130474,0.000000,0.304438
0.174214,0.261321,-0.217768,-0.130661,0.000000,0.304875
0.174463,0.261695,-0.218079,-0.130848,0.000000,0.305311
0.174713,0.262069,-0.218391,-0.131035,0.000000,0.305747
0.174962,0.262443,-0.218703,-0.131222,0.000000,0.306184
0.175211,0.262817,-0.219014,-0.131409,0.000000,0.306620
0.175461,0.263191,-0.219326,-0.131596,0.000000,0.307057
0.175710,0.263565,-0.219638,-0.131783,0.000000,0.307493
0.175960,0.263940,-0.219950,-0.131970,0.000000,0.307930
0.176209,0.264314,-0.220262,-0.132157,0.000000,0.308366
0.176459,0.264688,-0.220574,-0.132344,0.000000,0.308803
0.176709,0.265063,-0.220886,-0.132531,0.000000,0.309240
0.176958,0.265437,-0.221198,-0.132719,0.000000,0.309677
0.177208,0.265812,-0.221510,-0.132906,0.000000,0.310114
0.177458,0.266187,-0.221822,-0.133093,0.000000,0.310551
0.177707,0.266561,-0.222134,-0.133281,0.000000,0.310988
0.177957,0.266936,-0.222447,-0.133468,0.000000,0.311425
0.178207,0.267311,-0.222759,-0.133655,0.000000,0.311862
0.178457,0.267685,-0.223071,-0.133843,0.000000,0.312300
0.178707,0.268060,-0.223384,-0.134030,0.000000,0.312737
0.178957,0.268435,-0.223696,-0.134218,0.000000,0.313174
0.179207,0.268810,-0.224008,-0.134405,0.000000,0.313612
0.179457,0.269185,-0.224321,-0.134593,0.000000,0.314049
0.179707,0.269560,-0.224634,-0.134780,0.000000,0.314487
0.179957,0.269935,-0.224946,-0.134968,0.000000,0.314925
0.180207,0.270311,-0.225259,-0.135155,0.000000,0.315362
0.180457,0.270686,-0.225571,-0.135343,0.000000,0.315800
0.180707,0.271061,-0.225884,-0.135530,0.000000,0.316238
0.180958,0.271436,-0.226197,-0.135718,0.000000,0.316676
0.181208,0.271812,-0.226510,-0.135906,0.000000,0.317114
0.181458,0.272187,-0.226822,-0.136093,0.000000,0.317551
0.181708,0.272562,-0.227135,-0.136281,0.000000,0.317989
0.181959,0.272938,-0.227448,-0.136469,0.000000,0.318428
0.182209,0.273313,-0.227761,-0.136657,0.000000,0.318866
0.182459,0.273689,-0.228074,-0.136844,0.000000,0.319304
0.182710,0.274065,-0.228387,-0.137032,0.000000,0.319742
0.182960,0.274440,-0.228700,-0.137220,0.000000,0.320180
0.183211,0.274816,-0.229013,-0.137408,0.000000,0.320619
0.183461,0.275192,-0.229326,-0.137596,0.000000,0.321057
0.183712,0.275567,-0.229639,-0.137784,0.000000,0.321495
0.183962,0.275943,-0.229953,-0.137972,0.000000,0.321934
0.184213,0.276319,-0.230266,-0.138159,0.000000,0.322372
0.184463,0.276695,-0.230579,-0.138347,0.000000,0.322811
0.184714,0.277071,-0.230892,-0.138535,0.000000,0.323249
0.184964,0.277447,-0.231206,-0.138723,0.000000,0.323688
0.185215,0.277823,-0.231519,-0.138911,0.000000,0.324126
0.185466,0.278199,-0.231832,-0.139099,0.000000,0.324565
0.185716,0.278575,-0.232146,-0.139287,0.000000,0.325004
0.185967,0.278951,-0.232459,-0.139475,0.000000,0.325443
0.186218,0.279327,-0.232772,-0.139663,0.000000,0.325881
0.186469,0.279703,-0.233086,-0.139852,0.000000,0.326320
0.186720,0.280079,-0.233399,-0.140040,0.000000,0.326759
0.186970,0.280455,-0.233713,-0.140228,0.000000,0.327198
0.187221,0.280832,-0.234026,-0.140416,0.000000,0.327637
0.187472,0.281208,-0.234340,-0.140604,0.000000,0.328076
0.187723,0.281584,-0.234654,-0.140792,0.000000,0.328515
0.187974,0.281961,-0.234967,-0.140980,0.000000,0.328954
0.188225,0.282337,-0.235281,-0.141168,0.000000,0.329393
0.188476,0.282713,-0.235594,-0.141357,0.000000,0.329832
0.188727,0.283090,-0.235908,-0.141545,0.000000,0.330271
0.188977,0.283466,-0.236222,-0.141733,0.000000,0.330711
0.189228,0.283843,-0.236536,-0.141921,0.000000,0.331150
0.189479,0.284219,-0.236849,-0.142110,0.000000,0.331589
0.189730,0.284596,-0.237163,-0.142298,0.000000,0.332028
0.189982,0.284972,-0.237477,-0.142486,0.000000,0.332468
0.190233,0.285349,-0.237791,-0.142674,0.000000,0.332907
0.190484,0.285725,-0.238105,-0.142863,0.000000,0.333346
0.190735,0.286102,-0.238418,-0.143051,0.000000,0.333786
0.190986,0.286479,-0.238732,-0.143239,0.000000,0.334225
0.191237,0.286855,-0.239046,-0.143428,0.000000,0.334665
0.191488,0.287232,-0.239360,-0.143616,0.000000,0.335104
0.191739,0.287609,-0.239674,-0.143804,0.000000,0.335543
0.191990,0.287985,-0.239988,-0.143993,0.000000,0.335983
0.192241,0.288362,-0.240302,-0.144181,0.000000,0.336423
0.192493,0.288739,-0.240616,-0.144369,0.000000,0.336862
0.192744,0.289116,-0.240930,-0.144558,0.000000,0.337302
0.192995,0.289492,-0.241244,-0.144746,0.000000,0.337741
0.193246,0.289869,-0.241558,-0.144935,0.000000,0.338181
0.193497,0.290246,-0.241872,-0.145123,0.000000,0.338620
0.193749,0.290623,-0.242186,-0.145311,0.000000,0.339060
0.194000,0.291000,-0.242500,-0.145500,0.000000,0.339500
0.194251,0.291377,-0.242814,-0.145688,0.000000,0.339939
0.194502,0.291754,-0.243128,-0.145877,0.000000,0.340379
0.194754,0.292130,-0.243442,-0.146065,0.000000,0.340819
0.195005,0.292507,-0.243756,-0.146254,0.000000,0.341259
0.195256,0.292884,-0.244070,-0.146442,0.000000,0.341698
0.195507,0.293261,-0.244384,-0.146631,0.000000,0.342138
0.195759,0.293638,-0.244698,-0.146819,0.000000,0.342578
0.196010,0.294015,-0.245013,-0.147008,0.000000,0.343018
0.196261,0.294392,-0.245327,-0.147196,0.000000,0.343457
0.196513,0.294769,-0.245641,-0.147384,0.000000,0.343897
0.196764,0.295146,-0.245955,-0.147573,0.000000,0.344337
0.197015,0.295523,-0.246269,-0.147761,0.000000,0.344777
0.197267,0.295900,-0.246583,-0.147950,0.000000,0.345217
0.197518,0.296277,-0.246897,-0.148138,0.000000,0.345656
0.197769,0.296654,-0.247212,-0.148327,0.000000,0.346096
0.198021,0.297031,-0.247526,-0.148515,0.000000,0.346536
0.198272,0.297408,-0.247840,-0.148704,0.000000,0.346976
0.198523,0.297785,-0.248154,-0.148892,0.000000,0.347416
0.198775,0.298162,-0.248468,-0.149081,0.000000,0.347856
0.199026,0.298539,-0.248783,-0.149270,0.000000,0.348296
0.199277,0.298916,-0.249097,-0.149458,0.000000,0.348735
0.199529,0.299293,-0.249411,-0.149647,0.000000,0.349175
0.199780,0.299670,-0.249725,-0.149835,0.000000,0.349615
0.200031,0.300047,-0.250039,-0.150024,0.000000,0.350055
0.200283,0.300424,-0.250353,-0.150212,0.000000,0.350495
0.200534,0.300801,-0.250668,-0.150401,0.000000,0.350935
0.200785,0.301178,-0.250982,-0.150589,0.000000,0.351375
0.201037,0.301555,-0.251296,-0.150778,0.000000,0.351814
0.201288,0.301932,-0.251610,-0.150966,0.000000,0.352254
0.201540,0.302309,-0.251924,-0.151155,0.000000,0.352694
0.201791,0.302686,-0.252239,-0.151343,0.000000,0.353134
0.202042,0.303063,-0.252553,-0.151532,0.000000,0.353574
0.202294,0.303440,-0.252867,-0.151720,0.000000,0.354014
0.202545,0.303817,-0.253181,-0.151909,0.000000,0.354454
0.202796,0.304194,-0.253495,-0.152097,0.000000,0.354893
0.203048,0.304571,-0.253809,-0.152286,0.000000,0.355333
0.203299,0.304948,-0.254124,-0.152474,0.000000,0.355773
0.203550,0.305325,-0.254438,-0.152663,0.000000,0.356213
0.203801,0.305702,-0.254752,-0.152851,0.000000,0.356653
0.204053,0.306079,-0.255066,-0.153040,0.000000,0.357092
0.204304,0.306456,-0.255380,-0.153228,0.000000,0.357532
0.204555,0.306833,-0.255694,-0.153417,0.000000,0.357972
0.204807,0.307210,-0.256008,-0.153605,0.000000,0.358412
0.205058,0.307587,-0.256322,-0.153793,0.000000,0.358851
0.205309,0.307964,-0.256636,-0.153982,0.000000,0.359291
0.205560,0.308341,-0.256951,-0.154170,0.000000,0.359731
0.205812,0.308718,-0.257265,-0.154359,0.000000,0.360170
0.206063,0.309094,-0.257579,-0.154547,0.000000,0.360610
0.206314,0.309471,-0.257893,-0.154736,0.000000,0.361050
0.206565,0.309848,-0.258207,-0.154924,0.000000,0.361489
0.206817,0.310225,-0.258521,-0.155112,0.000000,0.361929
0.207068,0.310602,-0.258835,-0.155301,0.000000,0.362369
0.207319,0.310979,-0.259149,-0.155489,0.000000,0.362808
0.207570,0.311355,-0.259463,-0.155678,0.000000,0.363248
0.207821,0.311732,-0.259777,-0.155866,0.000000,0.363687
0.208073,0.312109,-0.260091,-0.156054,0.000000,0.364127
0.208324,0.312485,-0.260405,-0.156243,0.000000,0.364566
0.208575,0.312862,-0.260718,-0.156431,0.000000,0.365006
0.208826,0.313239,-0.261032,-0.156619,0.000000,0.365445
0.209077,0.313615,-0.261346,-0.156808,0.000000,0.365885
0.209328,0.313992,-0.261660,-0.156996,0.000000,0.366324
0.209579,0.314369,-0.261974,-0.157184,0.000000,0.366764
0.209830,0.314745,-0.262288,-0.157373,0.000000,0.367203
0.210081,0.315122,-0.262602,-0.157561,0.000000,0.367642
0.210332,0.315498,-0.262915,-0.157749,0.000000,0.368081
0.210583,0.315875,-0.263229,-0.157937,0.000000,0.368521
0.210834,0.316251,-0.263543,-0.158126,0.000000,0.368960
0.211085,0.316628,-0.263857,-0.158314,0.000000,0.369399
0.211336,0.317004,-0.264170,-0.158502,0.000000,0.369838
0.211587,0.317381,-0.264484,-0.158690,0.000000,0.370278
0.211838,0.317757,-0.264798,-0.158879,0.000000,0.370717
0.212089,0.318133,-0.265111,-0.159067,0.000000,0.371156
0.212340,0.318510,-0.265425,-0.159255,0.000000,0.371595
0.212591,0.318886,-0.265738,-0.159443,0.000000,0.372034
0.212842,0.319262,-0.266052,-0.159631,0.000000,0.372473
0.213092,0.319639,-0.266365,-0.159819,0.000000,0.372912
0.213343,0.320015,-0.266679,-0.160007,0.000000,0.373351
0.213594,0.320391,-0.266992,-0.160195,0.000000,0.373789
0.213845,0.320767,-0.267306,-0.160384,0.000000,0.374228
0.214095,0.321143,-0.267619,-0.160572,0.000000,0.374667
0.214346,0.321519,-0.267933,-0.160760,0.000000,0.375106
0.214597,0.321895,-0.268246,-0.160948,0.000000,0.375545
0.214848,0.322271,-0.268559,-0.161136,0.000000,0.375983
0.215098,0.322647,-0.268873,-0.161324,0.000000,0.376422
0.215349,0.323023,-0.269186,-0.161512,0.000000,0.376860
0.215599,0.323399,-0.269499,-0.161700,0.000000,0.377299
0.215850,0.323775,-0.269812,-0.161887,0.000000,0.377737
0.216101,0.324151,-0.270126,-0.162075,0.000000,0.378176
0.216351,0.324527,-0.270439,-0.162263,0.000000,0.378614
0.216602,0.324902,-0.270752,-0.162451,0.000000,0.379053
0.216852,0.325278,-0.271065,-0.162639,0.000000,0.379491
0.217102,0.325654,-0.271378,-0.162827,0.000000,0.379929
0.217353,0.326029,-0.271691,-0.163015,0.000000,0.380368
0.217603,0.326405,-0.272004,-0.163202,0.000000,0.380806
0.217854,0.326780,-0.272317,-0.163390,0.000000,0.381244
0.218104,0.327156,-0.272630,-0.163578,0.000000,0.381682
0.218354,0.327531,-0.272943,-0.163766,0.000000,0.382120
0.218605,0.327907,-0.273256,-0.163953,0.000000,0.382558
0.218855,0.328282,-0.273569,-0.164141,0.000000,0.382996
0.219105,0.328658,-0.273881,-0.164329,0.000000,0.383434
0.219355,0.329033,-0.274194,-0.164516,0.000000,0.383872
0.219605,0.329408,-0.274507,-0.164704,0.000000,0.384309
0.219856,0.329783,-0.274819,-0.164892,0.000000,0.384747
0.220106,0.330158,-0.275132,-0.165079,0.000000,0.385185
0.220356,0.330534,-0.275445,-0.165267,0.000000,0.385622
0.220606,0.330909,-0.275757,-0.165454,0.000000,0.386060
0.220856,0.331284,-0.276070,-0.165642,0.000000,0.386497
0.221106,0.331658,-0.276382,-0.165829,0.000000,0.386935
0.221356,0.332033,-0.276694,-0.166017,0.000000,0.387372
0.221605,0.332408,-0.277007,-0.166204,0.000000,0.387810
0.221855,0.332783,-0.277319,-0.166392,0.000000,0.388247
0.222105,0.333158,-0.277631,-0.166579,0.000000,0.388684
0.222355,0.333532,-0.277944,-0.166766,0.000000,0.389121
0.222605,0.333907,-0.278256,-0.166954,0.000000,0.389558
0.222854,0.334282,-0.278568,-0.167141,0.000000,0.389995
0.223104,0.334656,-0.278880,-0.167328,0.000000,0.390432
0.223354,0.335031,-0.279192,-0.167515,0.000000,0.390869
0.223603,0.335405,-0.279504,-0.167703,0.000000,0.391306
0.223853,0.335779,-0.279816,-0.167890,0.000000,0.391743
0.224103,0.336154,-0.280128,-0.168077,0.000000,0.392179
0.224352,0.336528,-0.280440,-0.168264,0.000000,0.392616
0.224602,0.336902,-0.280752,-0.168451,0.000000,0.393053
0.224851,0.337276,-0.281064,-0.168638,0.000000,0.393489
0.225100,0.337650,-0.281375,-0.168825,0.000000,0.393926
0.225350,0.338024,-0.281687,-0.169012,0.000000,0.394362
0.225599,0.338398,-0.281999,-0.169199,0.000000,0.394798
0.225848,0.338772,-0.282310,-0.169386,0.000000,0.395234
0.226097,0.339146,-0.282622,-0.169573,0.000000,0.395671
0.226347,0.339520,-0.282933,-0.169760,0.000000,0.396107
0.226596,0.339894,-0.283245,-0.169947,0.000000,0.396543
0.226845,0.340267,-0.283556,-0.170134,0.000000,0.396979
0.227094,0.340641,-0.283867,-0.170320,0.000000,0.397414
0.227343,0.341014,-0.284179,-0.170507,0.000000,0.397850
0.227592,0.341388,-0.284490,-0.170694,0.000000,0.398286
0.227841,0.341761,-0.284801,-0.170881,0.000000,0.398721
0.228090,0.342135,-0.285112,-0.171067,0.000000,0.399157
0.228339,0.342508,-0.285423,-0.171254,0.000000,0.399592
0.228587,0.342881,-0.285734,-0.171441,0.000000,0.400028
0.228836,0.343254,-0.286045,-0.171627,0.000000,0.400463
0.229085,0.343627,-0.286356,-0.171814,0.000000,0.400898
0.229333,0.344000,-0.286667,-0.172000,0.000000,0.401334
0.229582,0.344373,-0.286978,-0.172187,0.000000,0.401769
0.229831,0.344746,-0.287288,-0.172373,0.000000,0.402204
0.230079,0.345119,-0.287599,-0.172559,0.000000,0.402639
0.230328,0.345491,-0.287910,-0.172746,0.000000,0.403073
0.230576,0.345864,-0.288220,-0.172932,0.000000,0.403508
0.230824,0.346237,-0.288531,-0.173118,0.000000,0.403943
0.231073,0.346609,-0.288841,-0.173305,0.000000,0.404377
0.231321,0.346982,-0.289151,-0.173491,0.000000,0.404812
0.231569,0.347354,-0.289462,-0.173677,0.000000,0.405246
0.231817,0.347726,-0.289772,-0.173863,0.000000,0.405681
0.232066,0.348098,-0.290082,-0.174049,0.000000,0.406115
0.232314,0.348470,-0.290392,-0.174235,0.000000,0.406549
0.232562,0.348842,-0.290702,-0.174421,0.000000,0.406983
0.232810,0.349214,-0.291012,-0.174607,0.000000,0.407417
0.233058,0.349586,-0.291322,-0.174793,0.000000,0.407851
0.233305,0.349958,-0.291632,-0.174979,0.000000,0.408284
0.233553,0.350330,-0.291942,-0.175165,0.000000,0.408718
0.233801,0.350702,-0.292251,-0.175351,0.000000,0.409152
0.234049,0.351073,-0.292561,-0.175537,0.000000,0.409585
0.234296,0.351445,-0.292870,-0.175722,0.000000,0.410019
0.234544,0.351816,-0.293180,-0.175908,0.000000,0.410452
0.234792,0.352187,-0.293489,-0.176094,0.000000,0.410885
0.235039,0.352559,-0.293799,-0.176279,0.000000,0.411318
0.235286,0.352930,-0.294108,-0.176465,0.000000,0.411751
0.235534,0.353301,-0.294417,-0.176650,0.000000,0.412184
0.235781,0.353672,-0.294726,-0.176836,0.000000,0.412617
0.236028,0.354043,-0.295036,-0.177021,0.000000,0.413050
0.236276,0.354413,-0.295345,-0.177207,0.000000,0.413482
0.236523,0.354784,-0.295653,-0.177392,0.000000,0.413915
0.236770,0.355155,-0.295962,-0.177577,0.000000,0.414347
0.237017,0.355525,-0.296271,-0.177763,0.000000,0.414780
0.237264,0.355896,-0.296580,-0.177948,0.000000,0.415212
0.237511,0.356266,-0.296889,-0.178133,0.000000,0.415644
0.237758,0.356637,-0.297197,-0.178318,0.000000,0.416076
0.238004,0.357007,-0.297506,-0.178503,0.000000,0.416508
0.238251,0.357377,-0.297814,-0.178688,0.000000,0.416940
0.238498,0.357747,-0.298122,-0.178873,0.000000,0.417371
0.238745,0.358117,-0.298431,-0.179058,0.000000,0.417803
0.238991,0.358487,-0.298739,-0.179243,0.000000,0.418234
0.239238,0.358856,-0.299047,-0.179428,0.000000,0.418666
0.239484,0.359226,-0.299355,-0.179613,0.000000,0.419097
0.239730,0.359596,-0.299663,-0.179798,0.000000,0.419528
0.239977,0.359965,-0.299971,-0.179983,0.000000,0.419959
0.240223,0.360334,-0.300279,-0.180167,0.000000,0.420390
0.240469,0.360704,-0.300586,-0.180352,0.000000,0.420821
0.240715,0.361073,-0.300894,-0.180536,0.000000,0.421252
0.240961,0.361442,-0.301202,-0.180721,0.000000,0.421682
0.241207,0.361811,-0.301509,-0.180905,0.000000,0.422113
0.241453,0.362180,-0.301817,-0.181090,0.000000,0.422543
0.241699,0.362549,-0.302124,-0.181274,0.000000,0.422973
0.241945,0.362917,-0.302431,-0.181459,0.000000,0.423404
0.242191,0.363286,-0.302738,-0.181643,0.000000,0.423834
0.242436,0.363654,-0.303045,-0.181827,0.000000,0.424264
0.242682,0.364023,-0.303352,-0.182011,0.000000,0.424693
0.242927,0.364391,-0.303659,-0.182196,0.000000,0.425123
0.243173,0.364759,-0.303966,-0.182380,0.000000,0.425553
0.243418,0.365127,-0.304273,-0.182564,0.000000,0.425982
0.243664,0.365495,-0.304580,-0.182748,0.000000,0.426411
0.243909,0.365863,-0.304886,-0.182932,0.000000,0.426841
0.244154,0.366231,-0.305193,-0.183116,0.000000,0.427270
0.244399,0.366599,-0.305499,-0.183299,0.000000,0.427699
0.244644,0.366966,-0.305805,-0.183483,0.000000,0.428127
0.244889,0.367334,-0.306111,-0.183667,0.000000,0.428556
0.245134,0.367701,-0.306418,-0.183851,0.000000,0.428985
0.245379,0.368068,-0.306724,-0.184034,0.000000,0.429413
0.245624,0.368436,-0.307030,-0.184218,0.000000,0.429841
